1girl,一人の女の子
yordle,ヨードル
milking_machine,搾乳機
tropical_drink,トロピカルドリンク
head_on_hand,手で顔を支える
sundae,サンデー
isuzu_(kancolle),五十鈴
hauchiwa,火打ち輪
tokyo_7th_sisters,Tokyo 7th Sisters
minato_aqua_(sailor),湊あくあ(セーラー服)
mimura_kanako,三村加奈子
adapted_turret,改造砲塔
black_armband,黒い腕章
paw_print_background,肉球柄の背景
scathach_skadi_(fate),スカサハ＝スカディ
kannagi,かんなぎ
martha_(fate),マルタ
ryoumen_sukuna_(jujutsu_kaisen),両面宿儺
long_labia,長い陰唇
donation_box,寄付箱
glowing_hair,光る髪
torn_leotard,破れたレオタード
camcorder,ビデオカメラ
tail_ring,尻尾のリング
shin_jigen_game_neptune_vii,新次元ゲイム ネプテューヌVII
vampire_costume,吸血鬼の衣装
kamisato_ayato,神里綾人
haniyasushin_keiki,埴安神袿姫
sonoda_chiyoko,園田千代子
pink_ascot,ピンクのアスコットタイ
northern_white-faced_owl_(kemono_friends),シマフクロウ
grey_wings,灰色の翼
animal_skull,動物の頭蓋骨
xenosaga,ゼノサーガ
awa_subaru,泡スバル
cardigan_around_waist,腰に巻いたカーディガン
livestream,ライブ配信
narita_taishin_(umamusume),ナリタタイシン
corded_phone,コード付き電話
futaba_channel,ふたば☆チャンネル
sparse_chest_hair,まばらな胸毛
kishibe_rohan,岸辺露伴
roxy_migurdia,ロキシー・ミグルディア
nakasu_kasumi,中須かすみ
climbing,登る
call_of_duty:_modern_warfare_2,コール オブ デューティ モダン・ウォーフェア2
world_trigger,ワールドトリガー
jervis_(kancolle),ジャヴィス
phantom_of_the_kill,ファントム オブ キル
ike_(fire_emblem),アイク
kizuna_ai,キズナアイ
daidouji_tomoyo,大道寺知世
komiya_kaho,小宮果穂
prison_clothes,囚人服
eggplant,ナス
lace_gloves,レースの手袋
kimono_skirt,着物スカート
winding_key,巻き鍵
outstretched_leg,伸ばされた脚
kamado_tanjirou,竈門炭治郎
yukinoshita_yukino,雪ノ下雪乃
pit_(kid_icarus),ピット
puffy_cheeks,ふくれた頬
tashkent_(kancolle),タシュケント
tall,背が高い
gabriel_dropout,ガヴリールドロップアウト
matou_kariya,間桐雁夜
sick,病気
black_tube_top,黒いチューブトップ
magical_mirai_(vocaloid),マジカルミライ(VOCALOID)
brown_nails,茶色の爪
liquid_hair,液体のような髪
harada_minoru,原田実
spaceship_hair_ornament,宇宙船の髪飾り
yellow_raincoat,黄色のレインコート
picnic,ピクニック
tsukinomori_school_uniform,月ノ森学園制服
libeccio_(kancolle),リベッチオ
xingqiu_(genshin_impact),行秋
scarf_over_mouth,口を覆うスカーフ
daitaku_helios_(umamusume),ダイタクヘリオス
island,島
fiery_horns,炎の角
yellow_border,黄色の縁取り
shoulder_holster,肩当て型ホルスター
minamino_kanade,南野奏
sweet_lolita,スイートロリータ
multicolored_kimono,多色の着物
resident_evil_4,バイオハザード4
sobu_high_school_uniform,総武高校制服
candy_wrapper,キャンディーの包み紙
single_thigh_boot,片方の太ももブーツ
grey_theme,灰色のテーマ
no_testicles,睾丸がない
huge_moon,巨大な月
m4a1_(girls'_frontline),M4A1
widowmaker_(overwatch),ウィドウメイカー
detective,探偵
wraith_(apex_legends),レイス
penis_peek,ペニスのぞき見
hands_on_own_stomach,自分の腹に手を当てる
hospital_bed,病院のベッド
okamisty,オカミスティ
kesa,袈裟
usekh_collar,ウセクの首輪
bremerton_(scorching-hot_training)_(azur_lane),ブレマートン(炎上訓練)
kimono_pull,着物の引き
chalk,チョーク
kaiju,怪獣
eden_academy_school_uniform,エデン学園制服
hakos_baelz_(1st_costume),ハコス・ベイーツ(1期衣装)
bowser,クッパ
paper_airplane,紙飛行機
lord_el-melloi_ii_case_files,ロード・エルメロイII世の事件簿
combat_boots,コンバットブーツ
ushiromiya_ange,右代宮縁寿
qr_code,QRコード
sparkle_print,キラキラ柄
ribbed_bodysuit,リブ編みボディースーツ
mitaka_asa,三鷹アサ
battle_rifle,バトルライフル
food_stand,屋台
hamaya,破魔矢
m16a1_(girls'_frontline),M16A1
single_epaulette,片方の肩章
baltimore_(azur_lane),ボルチモア
wetsuit,ウェットスーツ
wig,かつら
senjou_no_valkyria_(series),戦場のヴァルキュリア(シリーズ)
boobplate,胸当て
kagura_(gintama),神楽
dragon_ball_fighterz,ドラゴンボール ファイターズ
prisma_illya,プリズマ☆イリヤ
bianca_(pokemon),ビアンカ
deadpool_(series),デッドプール(シリーズ)
napkin,ナプキン
hooded_cardigan,フード付きカーディガン
black_umbrella,黒い傘
half-spread_pussy,半開きなヴァギナ
cinderella_series,シンデレラシリーズ
hina_(swimsuit)_(blue_archive),ヒナ(水着)
frilled_sailor_collar,フリルのセーラー襟
senran_kagura_shinovi_versus,閃乱カグラ SHINOVI VERSUS -少女たちの証明-
cat_ear_hairband,猫耳ヘアバンド
igarashi_futaba_(shiromanta),五十嵐双葉
folding_chair,折りたたみ椅子
stealth_sex,隠れてするセックス
hat_tip,帽子のつば
tenma_tsukasa,天馬司
elezen,エレゼン
yotsubato!,よつばと！
androgyne_symbol,アンドロジニーシンボル
steampunk,スチームパンク
ootori_emu,鳳えむ
the_legend_of_zelda:_skyward_sword,ゼルダの伝説 スカイウォードソード
kissing_hand,手をキスする
\o/,\o/
holding_ribbon,リボンを持つ
blue_sports_bra,青いスポーツブラ
glomp,抱きつく
potara_earrings,ポタラ
mamiya_(kancolle),間宮
purple_heart_(neptunia),パープルハート
washing_machine,洗濯機
jujutsu_tech_uniform,呪術高専制服
mouth_pull,口を引っ張る
nemona_(pokemon),ネモ
pocky_in_mouth,ポッキーを口に
g11_(girls'_frontline),G11
murakumo_kai_ni_(kancolle),叢雲改二
gold_crown,金の王冠
kaiji,カイジ
streetwear,ストリートウェア
manga_cover,漫画の表紙
circled_9,円で囲まれた9
baggy_clothes,だぶだぶの服
akanbe,あかんべー
noose,縄
fu_hua_(herrscher_of_sentience),符玄
tsukihime_(remake),月姫(リメイク)
tied_jacket,結ばれたジャケット
bunny_day,バニーの日
headless,首なし
ammunition_belt,弾薬ベルト
chocolate_on_breasts,胸にチョコレート
hachigatsu_no_cinderella_nine,八月のシンデレラナイン
blaze_the_cat,ブレイズ
hisakawa_hayate,久川颯
fujita_kotone,藤田琴音
hikawa_hina,氷川日菜
mega_man_battle_network_(series),ロックマンエグゼ(シリーズ)
hawks_(boku_no_hero_academia),ホークス
tube_dress,チューブドレス
propeller,プロペラ
toaru_majutsu_no_index:_old_testament,とある魔術の禁書目録：旧約
green_hakama,緑の袴
furutaka_(kancolle),古鷹
butterfly_net,虫取り網
shoulder_sash,肩掛け
sonya_(kill_me_baby),ソーニャ
yang_guifei_(fate),楊貴妃
watermelon_bar,スイカバー
noire_(neptunia),ノワール
matsuno_todomatsu,松野トド松
nishi_kinuyo,西絹代
abigail_williams_(swimsuit_foreigner)_(fate),アビゲイル・ウィリアムズ(水着/フォーリナー)
tight_dress,タイトなドレス
two-tone_hoodie,ツートンカラーのパーカー
ruler,定規
ayase_momo,綾瀬モモ
puchimasu!,ぷちます！
pants_tucked_in,ズボンをタックイン
riding_pokemon,ポケモンに乗る
shun_(small)_(blue_archive),シュン(幼少期)
rex_(xenoblade),レックス
vertin_(reverse:1999),ヴェルティン
sperm_cell,精子
shiver_(splatoon),フウカ
leafeon,リーフィア
uruha_rushia_(1st_costume),潤羽るしあ(1期衣装)
elsa_(frozen),エルサ
trigun,トライガン
piers_(pokemon),ピオニー
halter_shirt,ホルターネックシャツ
torn_gloves,破れた手袋
pouring_onto_self,自分に注ぐ
kamio_misuzu,神尾美鈴
evangelion:_3.0+1.0_thrice_upon_a_time,シン・エヴァンゲリオン劇場版:||
side_drill,サイドドリル
belt_boots,ベルトブーツ
natsume_rin,夏目凛
brown_choker,茶色のチョーカー
2013,2013年
pizza_slice,ピザ一切れ
bayonetta,ベヨネッタ
eye_of_horus,ホルスの目
back-seamed_legwear,後ろに縫い目のあるレッグウェア
box_of_chocolates,チョコレートの箱
v-shaped_eyes,V字の目
rensouhou-kun,連装砲くん
sonozaki_shion,園崎詩音
single_wrist_cuff,片方の手首カフ
cum_in_clothes,服の中に出された精液
ribbed_leotard,リブ編みレオタード
tamako_market,たまこまーけっと
training_bra,トレーニングブラ
potato,ジャガイモ
shantae,シャンティ
ass_shake,尻を振る
orange_sleeves,オレンジ色の袖
pennant,ペナント
ambience_synesthesia,Ambience Synesthesia
yukishiro_honoka,雪白ほのか
snivy,ツタージャ
chongyun_(genshin_impact),重雲
green_cloak,緑のマント
bus_stop,バス停
on_car,車の上
himari_(blue_archive),ヒマリ
i-class_destroyer,I級駆逐艦
mococo_abyssgard_(1st_costume),モココ・アビスガード(1期衣装)
holding_drumsticks,ドラムスティックを持つ
hot_dog,ホットドッグ
japanese_audio,日本語音声
cocktail,カクテル
rainbow_hair,虹色の髪
gem_(symbol),宝石(シンボル)
buster_sword,バスターソード
stained_panties,汚れたパンティ
shaking,震える
two-tone_sports_bra,ツートンカラーのスポーツブラ
character_age,キャラクターの年齢
ezo_red_fox_(kemono_friends),エゾアカギツネ
sussurro_(arknights),サスロ
chimney,煙突
elio_(pokemon),ゴウカザル
short-sleeved_sweater,半袖セーター
minecraft_youtube,Minecraft(YouTube)
wolverine_(x-men),ウルヴァリン
inkwell,インク壺
doukyuusei_(series),同級生(シリーズ)
aviator_sunglasses,アビエイターサングラス
under_kotatsu,こたつの中
bad_perspective,悪いパース
black_survival,Black Survival
jeanne_d'arc_(swimsuit_archer)_(fate),ジャンヌ・ダルク(水着/アーチャー)
sword_art_online:_code_register,ソードアート・オンライン コード・レジスタ
among_us,Among Us
sakuragi_mano,桜木真乃
squall_leonhart,スコール・レオンハート
dark_areolae,暗い乳輪
squirtle,ゼニガメ
android_21,人造人間21号
runny_makeup,崩れたメイク
yoshimi_(blue_archive),ヨシミ
fake_cover,偽の表紙
grey_wolf_(kemono_friends),ハイイロオオカミ
argyle_thighhighs,アーガイル柄のサイハイソックス
poster_(medium),ポスター(媒体)
tagme,タグ付け要求
lace-trimmed_gloves,レース縁取りの手袋
matikanefukukitaru_(umamusume),マチカネフクキタル
pochita_(chainsaw_man),ポチタ
bamboo_steamer,竹製蒸し器
sakura_miko_(1st_costume),さくらみこ(1期衣装)
mahou_tsukai_no_yoru,魔法使いの夜
kepi,ケピ帽
tutu,チュチュ
moogle,モーグリ
jojo_pose,ジョジョ立ち
kamui_gakupo,神威がくぽ
condom_belt,コンドームベルト
diving_mask_on_head,頭に乗せたダイビングマスク
mole_on_stomach,腹のほくろ
furukawa_nagisa,古河渚
chando_(ado),チャンドー
yarn,毛糸
sendai_hakurei_no_miko,仙台・ハクレイノミコ
aqua_gloves,アクア色の手袋
diagonal-striped_bowtie,斜めストライプの蝶ネクタイ
hoshino_ruby,星野ルビー
ashido_mina,芦戸三奈
hourglass,砂時計
lord_camelot_(fate),ロード・キャメロット(Fate)
cross_pasties,クロスのパッチ
underbutt,アンダーバスト
laundry,洗濯
kawakaze_(kancolle),川風
twitter_strip_game,Twitterストリップゲーム
brown_panties,茶色のパンティ
dandelion,タンポポ
honey,蜂蜜
orange_tail,オレンジ色の尻尾
devil_fruit_power,悪魔の実の能力
unitard,ユニタード
pointy_breasts,尖った乳房
embodiment_of_scarlet_devil,東方紅魔郷 ～ Embodiment of Scarlet Devil
historical_name_connection,歴史的名前の関連
haniwa_(statue),埴輪(像)
isonami_(kancolle),磯波
genderswap_(otf),性転換(公式設定外)
vibrator_in_thighhighs,サイハイソックスの中のバイブレーター
side-tie_peek,横結びのぞき見
transformers:_generation_1,トランスフォーマー ジェネレーション1
robin_(male)_(fire_emblem),ロビン(男性)
excalibur_morgan_(fate),エクスカリバー・モルガン(Fate)
uva_academy_school_uniform,U.V.A学園制服
holding_jewelry,宝石を持っている
tales_of_zestiria,テイルズ オブ ゼスティリア
schwarz_(arknights),シュヴァルツ
crystal_earrings,クリスタルのイヤリング
mountain_(arknights),マウンテン
colored_nipples,色のついた乳首
decepticon,ディセプティコン
square,四角
spray_can,スプレー缶
bored,退屈
squinting,目を細める
tented_shirt,テント状のシャツ
katsuragi_misato,葛城ミサト
playstation_portable,プレイステーション・ポータブル
stark_(sousou_no_frieren),シュタルク
ciel_(tsukihime),シエル
pancake_stack,パンケーキの山
holding_letter,手紙を持つ
gamagoori_ira,gamagoori ira
brown_leotard,茶色のレオタード
orange_panties,オレンジ色のパンティ
short_sidetail,短いサイドテール
meisho_doto_(umamusume),メイショウドトウ
screwdriver,ドライバー
multiple_hairpins,複数の髪飾り
comparison,比較
drying_hair,髪を乾かす
tail_around_own_leg,自分の脚に巻き付いた尻尾
bear_boy,クマの男の子
silver_trim,銀色の縁取り
yuki_judai,遊城十代
easel,イーゼル
hatsune_miku_(append),初音ミクAppend
isoi_reiji,磯井礼二
huge_testicles,巨大な睾丸
bicorne,バイコーン帽
funami_yui,舟見結衣
messenger_bag,メッセンジャーバッグ
heart-shaped_lock,ハート型の鍵
fujibayashi_kyou,藤林杏
flower_on_head,頭の花
raimon,雷門
bowlegged_pose,内股ポーズ
oreki_houtarou,折木奉太郎
telescope,望遠鏡
no_blindfold,眼帯なし
2012,2012年
mahou_shoujo_ni_akogarete,魔法少女にあこがれて
holding_chocolate,チョコレートを持つ
footwear_ribbon,靴紐
tsubaki_(blue_archive),ツバキ
weasel_ears,イタチの耳
heart_in_heart_hands,ハート型にした手
frog_print,カエルの柄
backbeako_(torotei),バックビィコ
guilty_gear_xx,GUILTY GEAR XX
arms_between_legs,脚の間に腕
grey_cape,灰色のケープ
radio,ラジオ
green_sclera,緑の眼球
katori_(kancolle),香取
kousaka_reina,高坂麗奈
rita_rossweisse,リタ・ロスヴァイセ
red_outline,赤い輪郭
ruffling_hair,髪をかき乱す
grimoire,魔導書
jeanne_d'arc_alter_(ver._shinjuku_1999)_(fate),ジャンヌ・ダルク(オルタ)
uiharu_kazari,初春飾利
cardfight!!_vanguard,カードファイト!! ヴァンガード
tsukumo_benben,九十九弁弁
thai_text,タイ語のテキスト
fuwawa_abyssgard_(1st_costume),フワワ・アビスガード(1期衣装)
bird_mask,鳥のマスク
kanna_(swimsuit)_(blue_archive),カンナ(水着)
akane_(blue_archive),アカネ
snake_hair,蛇の髪
expressive_clothes,表情豊かな服
deadpool,デッドプール
breasts_on_table,テーブルの上の胸
shiny_legwear,光沢のあるレッグウェア
yoisaki_kanade,夜σaki_kanade
henshin,変身
front_slit,フロントスリット
shell_bikini,貝殻ビキニ
onesie,ロンパース
bandolier,弾帯
hong_lu_(project_moon),ホンルー
ace_of_hearts,スペードのエース
dehya_(genshin_impact),Dehya
saliva_drip,唾液の滴り
eyjafjalla_(arknights),エイジィヤフャラ
tapir_tail,バクの尻尾
no_mask,マスクなし
unworn_dress,着ていないドレス
undead,アンデッド
mikazuki_munechika,三日月宗近
red_robe,赤いローブ
torn_panties,破れたパンティ
official_alternate_color,公式の別色
fur-trimmed_collar,毛皮の襟
osakabehime_(fate),刑部姫
jean_pierre_polnareff,ジャン・ピエール・ポルナレフ
toranoana,とらのあな
jumpy_dumpty,ジャンピードゥンティ
pearl_(splatoon),アネモ
hirasawa_ui,平沢唯
broken_heart,壊れたハート
nekomusume,猫娘
sengoku_nadeko,千石撫子
half_mask,半分のマスク
summon_night,サモンナイト
wriothesley_(genshin_impact),Wriothesley
struggling,もがく
wooden_chair,木製の椅子
hoshino_aquamarine,星野アクア
multiple_heads,複数の頭
hand_rest,手置き
zabuton,座布団
spell_card,スペルカード
